District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
Mangaluru,Kidnapping,2023,0,0,0,0,0,0,0,0,0
Bengaluru Rural,Robbery,2023,10,3,7,1,6,3,6,4,0
Bengaluru Urban,Robbery,2023,14,5,9,2,11,1,11,3,2
Belagavi,Theft,2023,129,40,89,11,90,28,61,68,18
Davangere,Dowry Death,2023,12,6,6,2,9,1,6,6,2
RuralAreaX,Rape,2023,47,17,30,4,32,11,16,31,5
Hubballi,Murder,2023,4,2,2,0,2,2,1,3,0
Chamarajanagar,Molestation,2023,38,25,13,5,23,10,24,14,9
Davangere,Rape,2023,15,5,10,1,12,2,7,8,1
Raichur,Dowry Death,2023,8,2,6,0,5,3,5,3,0
Raichur,Molestation,2023,22,11,11,1,13,8,14,8,4
Mangaluru,Cyber Crime,2023,61,37,24,7,36,18,47,14,10
Gadag,Robbery,2023,12,5,7,1,9,2,4,8,1
Chikkamagaluru,Dowry Death,2023,7,3,4,0,5,2,2,5,0
Raichur,Theft,2023,138,47,91,13,102,23,71,67,12
Ballari,Rape,2023,35,20,15,1,28,6,11,24,5
Vijayapura,Cyber Crime,2023,58,31,27,3,40,15,49,9,4
Uttara Kannada,Rape,2023,29,16,13,3,20,6,13,16,2
Udupi,Domestic Violence,2023,72,45,27,8,52,12,19,53,5
Kalaburagi,Domestic Violence,2023,62,37,25,5,49,8,17,45,6
Ballari,Kidnapping,2023,0,0,0,0,0,0,0,0,0
RuralAreaX,Murder,2023,5,1,4,0,4,1,3,2,1
Vijayapura,Dowry Death,2023,2,1,1,0,1,1,0,2,0
Ramanagara,Cyber Crime,2023,72,27,45,6,44,22,44,28,13
Gadag,Theft,2023,136,61,75,11,92,33,118,18,50
Davangere,Rape,2023,35,11,24,3,24,8,9,26,4
Chikkaballapura,Murder,2023,6,2,4,1,4,1,1,5,0
Shivamogga,Molestation,2023,17,8,9,1,11,5,8,9,2
Belagavi,Cyber Crime,2023,76,22,54,9,47,20,41,35,5
Vijayanagar,Dowry Death,2023,6,3,3,0,4,2,2,4,0
Mysuru,Kidnapping,2023,6,3,3,0,4,2,5,1,1
Ballari,Cyber Crime,2023,68,23,45,6,52,10,17,51,7
Mysuru,Theft,2023,115,74,41,17,72,26,74,41,23
Kolar,Rape,2023,40,25,15,1,24,15,11,29,3
Davangere,Domestic Violence,2023,74,43,31,3,50,21,29,45,6
Bengaluru Rural,Cheating,2023,75,47,28,9,52,14,21,54,9
Udupi,Dowry Death,2023,5,2,3,0,3,2,1,4,0
Ramanagara,Molestation,2023,20,10,10,2,13,5,14,6,6
Chikkamagaluru,Robbery,2023,14,4,10,0,9,5,9,5,4
Bidar,Robbery,2023,17,9,8,0,12,5,9,8,2
Bengaluru Urban,Murder,2023,3,1,2,0,1,2,2,1,0
Bengaluru Rural,Kidnapping,2023,2,1,1,0,1,1,1,1,0
Dharwad,Kidnapping,2023,1,0,1,0,0,1,0,1,0
Chikkamagaluru,Molestation,2023,20,6,14,1,13,6,13,7,6
Mandya,Kidnapping,2023,5,2,3,0,3,2,1,4,0
Chitradurga,Cyber Crime,2023,50,22,28,6,31,13,15,35,1
Mysuru,Murder,2023,6,2,4,0,3,3,4,2,0
Vijayanagar,Cheating,2023,90,47,43,3,56,31,73,17,10
Kodagu,Murder,2023,6,2,4,1,4,1,3,3,1
Mandya,Cheating,2023,101,64,37,11,75,15,62,39,4
Gadag,Rape,2023,27,9,18,1,22,4,24,3,10
Shimoga,Cyber Crime,2023,73,24,49,13,51,9,54,19,4
Tumakuru,Kidnapping,2023,1,0,1,0,0,1,0,1,0
Hassan,Robbery,2023,10,4,6,0,6,4,7,3,1
Gadag,Kidnapping,2023,5,1,4,0,3,2,1,4,0
Shimoga,Molestation,2023,14,6,8,1,9,4,9,5,1
Ramanagara,Cheating,2023,95,29,66,12,73,10,45,50,20
Uttara Kannada,Dowry Death,2023,2,1,1,0,1,1,1,1,0
Vijayanagar,Domestic Violence,2023,85,54,31,12,57,16,63,22,21
RuralAreaX,Cheating,2023,118,81,37,17,89,12,56,62,18
Shimoga,Theft,2023,123,68,55,20,74,29,69,54,21
Udupi,Robbery,2023,6,2,4,0,5,1,5,1,1
Mangaluru,Cyber Crime,2023,58,22,36,2,35,21,32,26,12
Mandya,Murder,2023,1,0,1,0,0,1,0,1,0
Uttara Kannada,Cyber Crime,2023,54,29,25,8,45,1,26,28,1
Haveri,Theft,2023,138,91,47,27,107,4,92,46,20
Chamarajanagar,Cyber Crime,2023,68,41,27,6,57,5,23,45,7
Chamarajanagar2,Cheating,2023,98,34,64,12,63,23,38,60,14
Mysuru,Molestation,2023,27,17,10,3,22,2,23,4,8
Haveri,Kidnapping,2023,2,0,2,0,1,1,1,1,0
Vijayanagar,Robbery,2023,21,13,8,3,12,6,14,7,4
Udupi,Robbery,2023,17,11,6,1,12,4,9,8,2
Kodagu,Robbery,2023,14,7,7,2,10,2,4,10,0
Yadgir,Rape,2023,42,22,20,1,30,11,30,12,8
Chikkamagaluru,Rape,2023,36,11,25,3,22,11,13,23,1
Koppal,Domestic Violence,2023,75,25,50,9,60,6,66,9,10
RuralAreaX,Cheating,2023,93,40,53,10,77,6,61,32,18
Vijayanagar,Cyber Crime,2023,75,46,29,12,51,12,64,11,6
Chitradurga,Murder,2023,1,0,1,0,0,1,0,1,0
Haveri,Molestation,2023,18,10,8,1,12,5,12,6,1
Vijayapura,Theft,2023,120,42,78,6,100,14,97,23,46
Mysuru,Cheating,2023,93,29,64,3,56,34,23,70,4
Belagavi,Molestation,2023,36,22,14,5,22,9,23,13,10
Chamarajanagar,Cheating,2023,106,73,33,16,86,4,86,20,33
Chamarajanagar2,Murder,2023,4,1,3,0,3,1,1,3,0
Hassan,Kidnapping,2023,9,2,7,0,6,3,5,4,1
Chamarajanagar2,Dowry Death,2023,10,4,6,1,7,2,7,3,2
Udupi,Kidnapping,2023,1,0,1,0,0,1,0,1,0
Belagavi,Robbery,2023,9,5,4,0,6,3,2,7,0
Ballari,Cyber Crime,2023,65,28,37,10,39,16,26,39,8
Bidar,Molestation,2023,21,7,14,4,16,1,7,14,3
Chikkamagaluru,Rape,2023,34,13,21,3,25,6,27,7,7
Chikkamagaluru,Murder,2023,7,4,3,0,4,3,5,2,1
Bengaluru Rural,Molestation,2023,21,10,11,1,12,8,8,13,2
Chamarajanagar,Domestic Violence,2023,71,29,42,9,46,16,36,35,15
Shivamogga,Domestic Violence,2023,73,26,47,6,54,13,64,9,23
Vijayanagar,Murder,2023,6,3,3,0,4,2,3,3,1
Dharwad,Murder,2023,6,2,4,0,4,2,4,2,1
Ramanagara,Robbery,2023,15,5,10,1,11,3,4,11,1
Hassan,Cyber Crime,2023,48,30,18,9,32,7,28,20,3
Yadgir,Rape,2023,44,20,24,6,28,10,31,13,14
Chikkaballapura,Molestation,2023,20,12,8,3,16,1,16,4,6
Bagalkot,Robbery,2023,14,8,6,1,11,2,12,2,2
Kodagu,Robbery,2023,12,6,6,0,7,5,3,9,0
Ballari,Theft,2023,150,65,85,17,111,22,102,48,47
Bengaluru Urban,Rape,2023,23,10,13,1,14,8,19,4,1
Ballari,Kidnapping,2023,6,2,4,0,4,2,2,4,0
Ramanagara,Domestic Violence,2023,84,28,56,15,54,15,38,46,7
Bagalkot,Theft,2023,94,48,46,8,61,25,41,53,19
Shimoga,Rape,2023,40,23,17,2,33,5,35,5,4
Kolar,Kidnapping,2023,6,2,4,1,4,1,2,4,0
Chikkaballapura,Cyber Crime,2023,70,26,44,9,44,17,61,9,23
Vijayanagar,Domestic Violence,2023,70,45,25,8,42,20,37,33,17
Shivamogga,Cheating,2023,109,46,63,17,79,13,65,44,24
Koppal,Cyber Crime,2023,69,20,49,5,47,17,43,26,8
Mandya,Rape,2023,44,19,25,8,28,8,16,28,6
RuralAreaX,Kidnapping,2023,5,1,4,0,3,2,2,3,0
Vijayanagar,Domestic Violence,2023,77,37,40,5,58,14,59,18,20
Shimoga,Theft,2023,119,56,63,18,88,13,106,13,50
Vijayapura,Murder,2023,5,2,3,0,3,2,2,3,0
Mandya,Murder,2023,8,5,3,1,6,1,2,6,0
Udupi,Molestation,2023,30,12,18,3,22,5,9,21,3
Uttara Kannada,Theft,2023,92,39,53,13,67,12,50,42,24
RuralAreaX,Dowry Death,2023,3,1,2,0,2,1,0,3,0
Bengaluru Rural,Cheating,2023,76,40,36,12,51,13,49,27,6
Davangere,Cyber Crime,2023,72,45,27,11,51,10,36,36,6
Yadgir,Kidnapping,2023,6,3,3,0,4,2,3,3,1
Chitradurga,Dowry Death,2023,0,0,0,0,0,0,0,0,0
Vijayapura,Molestation,2023,7,3,4,0,4,3,2,5,0
Haveri,Murder,2023,7,2,5,0,4,3,4,3,1
Kodagu,Cyber Crime,2023,79,39,40,12,55,12,23,56,3
Tumakuru,Kidnapping,2023,0,0,0,0,0,0,0,0,0
