District,Crime_Type,Year,Total_Cases,Male_Victims,Female_Victims,Victims_Under18,Victims_18to45,Victims_Above45,Arrests_Made,Pending_Cases,Convictions
Kalaburagi,Domestic Violence,2024,58,33,25,10,35,13,22,36,7
Tumakuru,Dowry Death,2024,8,5,3,1,5,2,3,5,0
Gadag,Molestation,2024,35,12,23,1,24,10,18,17,8
Belagavi,Theft,2024,117,64,53,20,96,1,92,25,15
Hassan,Theft,2024,109,72,37,7,75,27,75,34,11
Chamarajanagar,Domestic Violence,2024,91,53,38,4,67,20,65,26,15
Dharwad,Murder,2024,0,0,0,0,0,0,0,0,0
Shivamogga,Murder,2024,10,3,7,0,8,2,7,3,2
Koppal,Murder,2024,3,1,2,0,1,2,0,3,0
Raichur,Domestic Violence,2024,68,32,36,7,46,15,35,33,11
Davangere,Dowry Death,2024,11,6,5,2,8,1,5,6,0
Davangere,Cyber Crime,2024,59,38,21,4,48,7,44,15,9
Shivamogga,Murder,2024,5,2,3,0,3,2,2,3,0
Ramanagara,Kidnapping,2024,6,3,3,0,3,3,4,2,1
Belagavi,Theft,2024,140,63,77,7,88,45,73,67,14
Hassan,Cyber Crime,2024,45,20,25,4,29,12,36,9,11
Mandya,Molestation,2024,29,10,19,3,21,5,20,9,6
Chikkaballapura,Robbery,2024,6,2,4,0,4,2,2,4,0
Belagavi,Kidnapping,2024,9,5,4,1,6,2,6,3,2
Chamarajanagar,Robbery,2024,27,11,16,2,17,8,22,5,5
Koppal,Molestation,2024,20,9,11,1,13,6,16,4,7
Bengaluru Rural,Theft,2024,131,64,67,19,99,13,86,45,30
Belagavi,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Kodagu,Domestic Violence,2024,96,29,67,14,74,8,37,59,9
RuralAreaX,Cheating,2024,102,61,41,10,81,11,38,64,8
Hassan,Cyber Crime,2024,51,20,31,8,32,11,32,19,14
Raichur,Cyber Crime,2024,98,36,62,5,64,29,46,52,10
Bengaluru Urban,Robbery,2024,14,4,10,2,11,1,11,3,3
Kodagu,Murder,2024,9,6,3,1,7,1,7,2,0
Udupi,Kidnapping,2024,11,4,7,1,8,2,8,3,1
Chikkamagaluru,Cyber Crime,2024,60,35,25,4,40,16,37,23,14
Dharwad,Cyber Crime,2024,66,29,37,9,45,12,38,28,8
Hubballi,Cheating,2024,84,57,27,3,62,19,73,11,25
Chamarajanagar2,Cyber Crime,2024,58,27,31,9,45,4,44,14,21
Davangere,Murder,2024,5,3,2,0,3,2,3,2,1
Ballari,Molestation,2024,24,11,13,4,19,1,7,17,3
Hassan,Cyber Crime,2024,50,29,21,7,38,5,30,20,6
Chamarajanagar,Cyber Crime,2024,46,15,31,2,37,7,27,19,4
Tumakuru,Robbery,2024,12,5,7,2,9,1,6,6,1
RuralAreaX,Rape,2024,41,16,25,5,31,5,20,21,7
Mysuru,Kidnapping,2024,4,2,2,0,2,2,2,2,0
Chamarajanagar,Kidnapping,2024,10,5,5,1,6,3,8,2,2
Dharwad,Cyber Crime,2024,63,33,30,9,45,9,27,36,4
Mangaluru,Cheating,2024,103,65,38,17,85,1,53,50,11
Koppal,Molestation,2024,34,17,17,2,23,9,28,6,13
Ramanagara,Murder,2024,3,1,2,0,1,2,1,2,0
Bengaluru Rural,Theft,2024,111,73,38,15,81,15,92,19,5
Ramanagara,Molestation,2024,37,21,16,1,27,9,25,12,6
Bagalkot,Robbery,2024,12,4,8,0,9,3,8,4,3
Kodagu,Kidnapping,2024,12,4,8,0,8,4,7,5,0
Chitradurga,Cyber Crime,2024,49,16,33,5,41,3,43,6,3
Mangaluru,Molestation,2024,19,8,11,1,13,5,9,10,2
Vijayanagar,Cheating,2024,81,29,52,6,58,17,45,36,3
Haveri,Rape,2024,42,15,27,4,33,5,29,13,13
Kalaburagi,Robbery,2024,21,7,14,3,14,4,14,7,6
Chitradurga,Robbery,2024,8,4,4,1,6,1,5,3,1
Udupi,Domestic Violence,2024,80,27,53,9,51,20,57,23,22
Shivamogga,Theft,2024,103,59,44,15,73,15,37,66,5
Chamarajanagar2,Domestic Violence,2024,65,33,32,5,39,21,48,17,23
Haveri,Domestic Violence,2024,68,36,32,5,43,20,44,24,4
Chikkamagaluru,Theft,2024,111,59,52,20,91,0,76,35,31
Chikkaballapura,Robbery,2024,11,7,4,0,6,5,3,8,0
Hassan,Robbery,2024,15,6,9,1,11,3,12,3,5
Shimoga,Theft,2024,116,80,36,11,69,36,70,46,22
Kalaburagi,Rape,2024,36,23,13,7,22,7,11,25,0
Davangere,Cheating,2024,87,60,27,7,58,22,47,40,3
Mysuru,Domestic Violence,2024,93,28,65,13,66,14,23,70,7
Yadgir,Dowry Death,2024,9,5,4,1,6,2,2,7,0
Bengaluru Rural,Domestic Violence,2024,59,36,23,9,37,13,28,31,4
Chamarajanagar2,Kidnapping,2024,6,3,3,0,4,2,4,2,1
Vijayapura,Dowry Death,2024,10,6,4,0,6,4,6,4,2
Mangaluru,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Kodagu,Rape,2024,45,20,25,4,29,12,13,32,4
Chamarajanagar,Robbery,2024,12,6,6,2,7,3,7,5,1
Chitradurga,Cyber Crime,2024,51,25,26,5,37,9,36,15,14
Chamarajanagar2,Rape,2024,46,28,18,1,36,9,39,7,7
Hassan,Dowry Death,2024,8,5,3,0,5,3,4,4,1
Shimoga,Dowry Death,2024,7,3,4,0,5,2,2,5,0
Chikkamagaluru,Kidnapping,2024,4,1,3,0,3,1,2,2,0
Bagalkot,Theft,2024,98,38,60,12,63,23,41,57,14
Mysuru,Molestation,2024,19,11,8,3,14,2,11,8,0
Bengaluru Rural,Rape,2024,32,22,10,5,20,7,22,10,3
Kolar,Molestation,2024,25,10,15,4,16,5,12,13,2
Raichur,Theft,2024,141,63,78,23,115,3,110,31,41
Yadgir,Domestic Violence,2024,84,41,43,5,59,20,65,19,29
Haveri,Murder,2024,5,3,2,0,3,2,1,4,0
Raichur,Cheating,2024,94,35,59,9,74,11,46,48,6
Vijayanagar,Cheating,2024,111,75,36,5,68,38,71,40,19
Kolar,Cheating,2024,75,49,26,3,46,26,42,33,7
Bengaluru Rural,Dowry Death,2024,2,0,2,0,1,1,1,1,0
Uttara Kannada,Murder,2024,3,1,2,0,1,2,1,2,0
Uttara Kannada,Robbery,2024,12,7,5,1,9,2,8,4,1
Yadgir,Molestation,2024,28,11,17,2,21,5,9,19,4
Chitradurga,Domestic Violence,2024,75,50,25,8,52,15,52,23,12
Bengaluru Rural,Dowry Death,2024,11,4,7,1,8,2,9,2,4
Gadag,Rape,2024,24,10,14,3,16,5,6,18,1
Kodagu,Robbery,2024,18,5,13,2,12,4,5,13,0
Hubballi,Molestation,2024,21,8,13,1,15,5,15,6,3
Chamarajanagar,Kidnapping,2024,4,2,2,0,2,2,2,2,0
Bagalkot,Kidnapping,2024,10,3,7,1,8,1,3,7,0
Tumakuru,Rape,2024,32,10,22,4,19,9,8,24,2
Uttara Kannada,Cyber Crime,2024,51,18,33,7,32,12,23,28,7
Udupi,Cyber Crime,2024,65,35,30,10,46,9,26,39,3
Hubballi,Murder,2024,3,1,2,0,2,1,2,1,0
Kolar,Cyber Crime,2024,57,21,36,1,47,9,49,8,20
Mandya,Domestic Violence,2024,70,22,48,8,47,15,49,21,19
Kalaburagi,Kidnapping,2024,9,5,4,1,7,1,3,6,1
Mandya,Domestic Violence,2024,64,40,24,4,45,15,21,43,3
Gadag,Dowry Death,2024,5,1,4,0,3,2,3,2,0
Shimoga,Dowry Death,2024,8,4,4,1,5,2,6,2,1
Vijayanagar,Robbery,2024,17,11,6,3,11,3,10,7,3
Bengaluru Urban,Cheating,2024,93,39,54,5,71,17,75,18,14
Kodagu,Domestic Violence,2024,81,34,47,10,62,9,66,15,32
Mangaluru,Murder,2024,3,1,2,0,2,1,1,2,0
Chamarajanagar2,Dowry Death,2024,3,0,3,0,2,1,1,2,0
Davangere,Kidnapping,2024,6,3,3,1,5,0,4,2,0
Chikkamagaluru,Theft,2024,122,82,40,19,73,30,80,42,27
Chitradurga,Dowry Death,2024,2,1,1,0,1,1,0,2,0
Chikkaballapura,Kidnapping,2024,1,0,1,0,0,1,0,1,0
Mysuru,Molestation,2024,26,15,11,2,20,4,19,7,9
Ballari,Dowry Death,2024,12,7,5,1,8,3,6,6,2
Chikkamagaluru,Rape,2024,40,15,25,5,27,8,18,22,3
Yadgir,Cheating,2024,106,39,67,9,83,14,32,74,11
Mangaluru,Cheating,2024,102,33,69,17,84,1,38,64,16
Chikkamagaluru,Robbery,2024,14,9,5,1,9,4,7,7,3
Haveri,Domestic Violence,2024,93,45,48,11,74,8,41,52,2
Shimoga,Kidnapping,2024,6,3,3,0,4,2,3,3,1
RuralAreaX,Robbery,2024,21,11,10,3,12,6,8,13,3
Hassan,Robbery,2024,10,4,6,1,7,2,5,5,0
